1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
9.999994635581970215e-01,9.999999403953552246e-01
9.842990040779113770e-01,9.898182153701782227e-01
9.999992847442626953e-01,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
9.990589022636413574e-01,9.731292128562927246e-01
9.381517171859741211e-01,-3.704286515712738037e-01
9.612293243408203125e-01,2.719787061214447021e-01
8.561233282089233398e-01,4.294028580188751221e-01
9.947978258132934570e-01,8.063111305236816406e-01
9.998299479484558105e-01,9.997593164443969727e-01
9.999989867210388184e-01,9.999929666519165039e-01
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
8.913695216178894043e-01,4.936161637306213379e-01
8.843238949775695801e-01,9.327405095100402832e-01
6.719924509525299072e-02,9.754500985145568848e-01
9.992411732673645020e-01,9.999988675117492676e-01
3.191401362419128418e-01,9.035072326660156250e-01
8.553101420402526855e-01,9.511285424232482910e-01
3.790425658226013184e-01,9.507396221160888672e-01
9.986252784729003906e-01,9.999995231628417969e-01
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
9.999964237213134766e-01,9.999988675117492676e-01
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
9.785979390144348145e-01,9.997996687889099121e-01
9.767671227455139160e-01,9.931405186653137207e-01
8.455662727355957031e-01,9.766966700553894043e-01
7.569760084152221680e-01,4.336115717887878418e-01
-3.175409734249114990e-01,9.672060608863830566e-01
8.077710866928100586e-01,8.614654541015625000e-01
9.811033010482788086e-01,8.556384444236755371e-01
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
9.999802708625793457e-01,9.999941587448120117e-01
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
9.999999403953552246e-01,9.999944567680358887e-01
9.999977946281433105e-01,9.966241717338562012e-01
9.686218500137329102e-01,8.766478300094604492e-02
9.086536169052124023e-01,8.786458373069763184e-01
9.373228549957275391e-01,1.387064307928085327e-01
9.994511008262634277e-01,9.903237223625183105e-01
9.946008920669555664e-01,9.995684027671813965e-01
9.999947547912597656e-01,9.999997019767761230e-01
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
9.999991059303283691e-01,9.999999403953552246e-01
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
9.999980926513671875e-01,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
9.985220432281494141e-01,9.999905228614807129e-01
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
7.337610721588134766e-01,2.508108913898468018e-01
3.847066462039947510e-01,-1.719844341278076172e-01
1.761087030172348022e-01,-1.373743414878845215e-01
7.532591819763183594e-01,1.341176480054855347e-01
9.599126577377319336e-01,9.717587828636169434e-01
9.774925112724304199e-01,9.090059995651245117e-01
9.999868869781494141e-01,9.999939799308776855e-01
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
9.115005731582641602e-01,8.235634565353393555e-01
9.696668982505798340e-01,7.981823682785034180e-01
6.307908296585083008e-01,-4.605937004089355469e-02
9.859647154808044434e-01,8.712117075920104980e-01
9.561945796012878418e-01,8.361700773239135742e-01
9.996061921119689941e-01,9.954583048820495605e-01
9.999952316284179688e-01,9.999979138374328613e-01
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
9.999996423721313477e-01,9.999999403953552246e-01
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
9.932117462158203125e-01,9.896128177642822266e-01
9.319887757301330566e-01,-5.167791843414306641e-01
4.666312336921691895e-01,-2.216995656490325928e-01
3.823090493679046631e-01,2.479787915945053101e-01
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
